ID,DaysToFlower
SC1120,66.7228307348135
PI534035,83.4751971133857
PI533899,61.3607699176
PI534076,63.6463294906199
PI656079,
PI534074,
PI534167,67.6352454293239
PI656030,
PI533749,69.3760594113831
PI533919,67.0729093707278
PI576398,72.4630218779018
PI595731,71.7159496734403
PI655972,71.4639008399576
PI656017,87.74641375462
PI576399,65.7005492295466
PI534123,63.7867490820028
PI533897,62.4049173975459
PI534056,66.7393164207615
PI656069,80.7120551668763
PI533825,66.7808297145066
PI595744,64.5576263946809
PI533783,59.7536168405199
PI533828,65.2976306275416
Comb7078,62.2317499154052
PI576402,75.0145337153962
PI533936,66.7729171768011
PI533953,64.4673329915885
PI533854,75.2675807296197
PI533893,70.3649243097966
PI533777,62.3943046060948
PI576424,78.2530855362029
PI607931,74.0559086345547
PI24969,75.8248789055903
PI533786,67.7257119292613
PI659695,66.7949273206496
PI656042,73.0870759483973
PI656057,76.5804934022711
PI641849,59.5312941008577
PI533999,65.4253208644793
SC0159,72.4874482181712
PI534160,65.3600197374727
PI595701,62.3241536622511
PI534156,75.14283865284
PI533948,72.0134102449775
PI534083,69.1562500706659
PI534019,70.0091272425315
PI533937,62.7778185567191
PI533809,63.4354080617179
PI533793,71.9277657650791
PI597962,67.2535713769713
PI534017,73.7769451421288
PI656027,72.5933158836653
PI655975,68.8623196234465
PI533767,64.1231078250637
PI533881,66.7633891591895
PI533923,61.7084804018314
PI533848,64.5723107116547
PI629040,
PI595740,72.4227352880146
PI656082,78.9637818734906
PI533913,64.326600318497
PI533873,61.7698076841333
PI533917,61.8888016986708
PI656034,74.7577542241678
PI534092,65.1696290621932
PI656115,69.197016764746
PI655998,62.1959600223154
PI534115,64.9805670307565
PI576345,69.9977492779262
PI533921,67.1248177996858
PI595724,68.1590622434744
SC0640,66.5840840832723
PI595717,70.509143210483
PI533784,61.7194120077682
Segaolane,67.2283459109749
PI656092,79.8921723800268
PI597967,67.8097359663965
PI595722,67.1630432589789
SC1170,61.4473492124393
SC0041,60.2353490563742
PI595706,65.7720841910671
PI534162,69.7430745355276
PI629059,66.9863601958363
PI656013,65.9483653610803
PI533801,77.9550218339504
PI534059,62.2501201153034
PI533981,63.6018652617736
PI576411,73.5158372567923
PI533962,66.9347511529046
PI533907,78.6794014081369
SC0156,71.4511751486501
PI534106,64.5595701467594
PI597957,66.7130488105075
PI655979,65.5220137500161
PI656119,64.3175971913907
PI533865,67.3497033660284
PI533803,52.2709355987412
PI656118,70.5822938389643
SC0521,62.8184622543179
PI533762,61.1527852114912
PI534038,68.487286756115
SC0179,65.9085020008098
PI576329,65.6226801175116
PI656113,73.1990296853382
SC0445,74.7113636188529
PI534103,63.1802351025782
PI597943,76.1264354304167
PI534049,66.7233164322878
PI533978,58.8263884305835
PI576346,58.4088313149537
PI576344,67.6044965927336
SC0631,63.946115912158
SC0550,62.0232166576284
SC0150,66.3702071175199
PI576336,60.1716162264102
PI534003,73.5018807666402
PI597976,61.5994311873379
SC1178,60.3714489047878
PI656043,60.6936049888974
PI534088,68.1345292553154
PI576396,67.6568163707803
PI533752,66.6058996087205
PI656044,71.7953082695405
PI533817,65.4382683260118
SC0870,76.5188425424088
SC1082,52.554793603841
SC0412,63.6266234122349
SC0371,67.4040236845344
SC0178,72.081196867125
PI595699,76.0186486105774
PI656056,72.6000932900695
PI533901,69.4430301917838
PI595741,66.0987859381389
PI533829,72.4417572737533
PI656085,58.5337245503999
SC0547,61.7605591857328
SC0297,58.892842489329
PI533871,63.7663912381302
PI533770,61.3833691135122
PI533922,73.8676012397948
SC0027,74.866485833245
PI533929,67.9024426735252
PI576403,74.7280524956214
PI655981,67.8028026363866
SC0249,64.5901898124079
PI629034,66.7778752179006
PI656051,76.4130940409822
PI656008,69.7955919203848
SC0438,65.3448342604673
PI534057,64.9335572635766
PI533759,63.8736381083801
PI533968,60.3939365343927
PI533961,63.7500282666668
PI656063,67.2550136754011
PI534014,79.5687101535282
PI534164,64.2575767038511
PI534096,73.4588111521474
PI597968,62.0099454228781
BTx3197,65.7408450092451
PI655997,66.2494044376089
PI576407,75.2359254208536
PI533889,62.7521580933274
PI656002,67.7864697317668
BTx399,66.7414107921807
PI533766,64.170049455165
PI533823,65.9344963456023
PI534148,67.5789915580335
SC0551,62.2682383007063
PI656109,60.9670171060911
PI656061,77.6111979938602
PI534144,
PI533947,74.6647309577978
PI533988,60.8797208897502
PI533903,68.1841929167071
